Id,CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR,WORKSITE,lon,lat
3566,CERTIFIED,"CLOUDERA, INC.",MARKETING MANAGERS,"DIRECTOR, GLOBAL SYSTEMS INTEGRATORS",Y,123198,2016,"PALO ALTO, CALIFORNIA",-122.1430195,37.4418834
3567,CERTIFIED-WITHDRAWN,ECOLAB USA INC.,MARKETING MANAGERS,ASSISTANT MARKETING MANAGER,Y,82430,2016,"ALPHARETTA, GEORGIA",-84.2940899,34.0753762
3568,CERTIFIED,ECOLAB USA INC.,MARKETING MANAGERS,ASSISTANT MARKETING MANAGER,Y,84968,2016,"SAINT PAUL, MINNESOTA",-93.0899578,44.9537029
3569,CERTIFIED,"SOLIGENT DISTRIBUTION, LLC",MARKETING MANAGERS,HEAD OF UTILITY SOLUTIONS,Y,110074,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
3570,CERTIFIED,ECOLAB USA INC.,MARKETING MANAGERS,ASSISTANT MARKETING MANAGER,Y,84968,2016,"SAINT PAUL, MINNESOTA",-93.0899578,44.9537029
3571,DENIED,"ZIMMER US, INC.",MARKETING MANAGERS,MARKETING ASSOCIATE MANAGER,Y,74100,2016,"WARSAW, INDIANA",-85.8530469,41.2381
3572,CERTIFIED,"XAD, INC.",MARKETING MANAGERS,VICE PRESIDENT OF SALES MARKETING,Y,179774,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
3573,CERTIFIED,EMC CORPORATION,MARKETING MANAGERS,SENIOR PRODUCT MARKETING MANAGER,Y,89565,2016,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
3574,CERTIFIED,"CRASHPAD, INC.",MARKETING MANAGERS,VP OF GROWTH,Y,112278,2016,"BEVERLY HILLS, CALIFORNIA",-118.4003563,34.0736204
3575,CERTIFIED,"COMPASS MINERALS AMERICA, INC.",MARKETING MANAGERS,"VICE PRESIDENT, PROTASSIUM+",Y,145662,2016,"OVERLAND PARK, KANSAS",-94.6707917,38.9822282
3576,CERTIFIED,"SOURCE HEALTHCARE ANALYTICS LLC, A SYMPHONY HEALTH SOLUTIONS COMPANY",MARKETING MANAGERS,ENGAGEMENT MANAGER,Y,134930,2016,"CONSHOHOCKEN, PENNSYLVANIA",-75.3015714,40.0792766
3577,CERTIFIED-WITHDRAWN,VERIZON CORPORATE RESOURCES GROUP LLC,MARKETING MANAGERS,MANAGER-PRODUCT MANAGEMENT/DEVELOPMENT,Y,107200,2016,"BASKING RIDGE, NEW JERSEY",-74.5493284,40.7066174
3578,CERTIFIED,"UDEMY, INC.",MARKETING MANAGERS,SENIOR LIFE CYCLE MARKETING MANAGER,Y,126775,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
3579,CERTIFIED,SYMANTEC CORPORATION,MARKETING MANAGERS,PRINCIPAL PRODUCT MANAGER,Y,141962,2016,"MOUNTAIN VIEW, CALIFORNIA",-122.0838511,37.3860517
3580,CERTIFIED,"GREE INTERNATIONAL, INC.",MARKETING MANAGERS,SR. PRODUCT MANAGER,Y,144893,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
3581,CERTIFIED,"ENSON TRADING, LLC",MARKETING MANAGERS,MARKETING MANAGER,Y,100422.4,2016,"LOCKLAND, OHIO",NA,NA
3582,CERTIFIED,SILICON VALLEY INNOVATION CENTER,MARKETING MANAGERS,MARKETING MANAGER,Y,144892.8,2016,"SAN MATEO, CALIFORNIA",-122.3255254,37.5629917
3583,CERTIFIED,AMAZON CORPORATE LLC,MARKETING MANAGERS,BUSINESS DEVELOPER,Y,110074,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
3584,CERTIFIED,J'S PHARMACY LLC,MARKETING MANAGERS,MARKETING MANAGER,Y,91083,2016,"NEW PORT RICHEY, FLORIDA",-82.7192671,28.2441768
3585,CERTIFIED,GOOGLE INC.,MARKETING MANAGERS,AGENCY LEAD,Y,111228,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
3586,CERTIFIED,CARDINALCOMMERCE CORPORATION,MARKETING MANAGERS,PRODUCT EXPERIENCE LEADER,N,69867,2016,"MENTOR, OHIO",-81.339552,41.6661573
3587,WITHDRAWN,THE NEW YORK TIMES COMPANY,MARKETING MANAGERS,STRATEGY MANAGER,Y,108493,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
3588,CERTIFIED,"PRODIGY NETWORK MIAMI, LLC",MARKETING MANAGERS,MARKETING TECHNOLOGY MANAGER,Y,108493,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
3589,CERTIFIED,"T-MOBILE USA, INC.",MARKETING MANAGERS,SEGMENT MARKETING MANAGER,Y,89565,2016,"BELLEVUE, WASHINGTON",-122.2015159,47.6101497
3590,CERTIFIED-WITHDRAWN,AIMIA PROPRIETARY LOYALTY U.S. INC. F/K/A CARLSON MARKETING WORLDWIDE,MARKETING MANAGERS,RETAIL ANALYST,Y,70387,2016,"WESTBOROUGH, MASSACHUSETTS",-71.6161294,42.2695216
3591,CERTIFIED,"AGIOS PHARMACEUTICALS, INC.",MARKETING MANAGERS,"SENIOR MANAGER, ONCOLOGY PRODUCT MARKETING",Y,111862,2016,"CAMBRIDGE, MASSACHUSETTS",-71.1097335,42.3736158
3592,CERTIFIED,"JACK SCHWARTZ SHOES, INC.",MARKETING MANAGERS,BRAND MARKETING MANAGER,Y,108493,2016,"NEW YORK CITY, NEW YORK",-74.0059413,40.7127837
3593,CERTIFIED,"NOBEL BIOCARE USA, LLC",MARKETING MANAGERS,"DIRECTOR OF COMMUNICATION AND DIGITAL MEDIA, NORTH AMERICA",Y,136428,2016,"YORBA LINDA, CALIFORNIA",-117.8131125,33.8886259
3594,CERTIFIED,SYNCOSET LLC,MARKETING MANAGERS,VICE PRESIDENT GLOBAL EMARKETING & DIGITAL STRATEGIST,Y,168397,2016,"KING OF PRUSSIA, PENNSYLVANIA",-75.3835525,40.1012856
3595,CERTIFIED,"UDEMY, INC.",MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,110074,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
3596,CERTIFIED,THE HERSHEY COMPANY,MARKETING MANAGERS,ASSOCIATE BRAND MANAGER,Y,80330,2016,"HERSHEY, PENNSYLVANIA",-76.6502468,40.2859239
3597,CERTIFIED,"CHELSIO COMMUNICATIONS, INC.",MARKETING MANAGERS,PRODUCT MANAGER,Y,137355,2016,"SUNNYVALE, CALIFORNIA",-122.0363496,37.36883
3598,CERTIFIED,"ANCILE SOLUTIONS, INC.",MARKETING MANAGERS,"SENIOR DIRECTOR, MARKETING",Y,126630,2016,"ELKRIDGE, MARYLAND",-76.7625073,39.1978788
3599,CERTIFIED,"UDEMY, INC.",MARKETING MANAGERS,DIRECTOR OF BUSINESS DEVELOPMENT,Y,179733,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
3600,CERTIFIED,"LEGO SYSTEMS, INC.",MARKETING MANAGERS,"MARKETING MANAGER, FUTURE LAB",Y,99100,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
3601,CERTIFIED,MERKLE INC.,MARKETING MANAGERS,"DIRECTOR, DIGITAL STRATEGY",Y,91400,2016,"PITTSBURGH, PENNSYLVANIA",-79.9958864,40.4406248
3602,CERTIFIED,"CAREERBUILDER, LLC",MARKETING MANAGERS,CUSTOMER SUCCESS MANAGER,N,69618,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
3603,CERTIFIED,"CORTELCO, INC.",MARKETING MANAGERS,ASIA MARKETING MANAGER,N,50690,2016,"CORINTH, MISSISSIPPI",NA,NA
3604,WITHDRAWN,APP ANNIE INC.,MARKETING MANAGERS,"DIRECTOR, PRODUCT MARKETING",Y,144893,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
3605,CERTIFIED,"CRAZY HORSE EFFECTS, INC.",MARKETING MANAGERS,VISUAL EFFECTS MARKETING DIRECTOR,Y,81078,2016,"VENICE, CALIFORNIA",-118.4694832,33.9850469
3606,CERTIFIED,KALBADVISORS MORTGAGE SOLUTIONS LLC,MARKETING MANAGERS,MARKETING MANAGER,N,55182,2016,"AVENTURA, FLORIDA",-80.1392121,25.9564812
3607,CERTIFIED-WITHDRAWN,MUFG FUND SERVICES (USA) LLC,MARKETING MANAGERS,DIRECTOR BUSINESS DEVELOPMENT & SALES,Y,108493,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
3608,CERTIFIED,MONEYGRAM INTERNATIONAL INC.,MARKETING MANAGERS,SR. MARKETING MANAGER,Y,81890,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
3609,CERTIFIED,"ZIMMER US, INC.",MARKETING MANAGERS,MARKETING ASSOCIATE MANAGER,Y,74100,2016,"WARSAW, INDIANA",-85.8530469,41.2381
3610,CERTIFIED,"GODIVA CHOCOLATIER, INC.",MARKETING MANAGERS,PLATFORM MANAGER SELF TREAT,Y,108493,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
3611,CERTIFIED,"BIOMET 3I, LLC",MARKETING MANAGERS,ASSOCIATE BRAND MANAGER,Y,70034,2016,"PALM BEACH GARDENS, FLORIDA",-80.1386547,26.8233946
3612,CERTIFIED,"GENERAL MILLS, INC.",MARKETING MANAGERS,ASSOCIATE MARKETING MANAGER,Y,93400,2016,"MINNEAPOLIS, MINNESOTA",-93.2650108,44.977753
3613,CERTIFIED,CALAMP WIRELESS NETWORKS CORPORATION,MARKETING MANAGERS,SENIOR DIRECTOR OF SALES AND MARKETING,Y,141586,2016,"RENTON, WASHINGTON",-122.2170661,47.4828776
3614,WITHDRAWN,BMO HARRIS BANK N.A.,MARKETING MANAGERS,EF COMMERCIAL EXCELLENCE MANAGER,Y,96491,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
3615,CERTIFIED,"BIOGEN, INC.",MARKETING MANAGERS,"ASSOCIATE DIRECTOR, MARKETING",Y,168667,2016,"CAMBRIDGE, MASSACHUSETTS",-71.1097335,42.3736158
3616,WITHDRAWN,"KIIP, INC.",MARKETING MANAGERS,SENIOR ACCOUNT MANAGER,Y,179733,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
3617,CERTIFIED,BCD TRAVEL USA LLC,MARKETING MANAGERS,DIRECTOR PRODUCT MANAGEMENT,Y,144893,2016,"REDWOOD CITY, CALIFORNIA",-122.2363548,37.4852152
3618,CERTIFIED,"CAESARS INTERACTIVE ENTERTAINMENT, INC",MARKETING MANAGERS,DIRECTOR OF EVENTS AND SPONSORSHIP,Y,114733,2016,"LAS VEGAS, NEVADA",-115.1398296,36.1699412
3619,CERTIFIED,"NORCAL MOLECULAR, LLC",MARKETING MANAGERS,MARKETING MANAGER,Y,101795.2,2016,"CONCORD, CALIFORNIA",-122.0310733,37.9779776
3620,CERTIFIED,MOTIONPOINT CORPORATION,MARKETING MANAGERS,GLOBAL ONLINE PRODUCT STRATEGIST,Y,94058,2016,"COCONUT CREEK, FLORIDA",-80.1789351,26.2517482
3621,CERTIFIED,"CISCO SYSTEMS, INC.",MARKETING MANAGERS,MARKETING MANAGERS,Y,97282,2016,"RESEARCH TRIANGLE PARK, NORTH CAROLINA",-78.8636402,35.8991678
3622,CERTIFIED,"CHARMING CHARLIE USA, INC.",MARKETING MANAGERS,"VICE PRESIDENT, MARKETING",Y,174658,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
3623,CERTIFIED,DEVA CONCEPTS LLC,MARKETING MANAGERS,NATIONAL DIRECTOR OF DISTRIBUTION,Y,123386,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
3624,CERTIFIED,DELL PRODUCTS L.P.,MARKETING MANAGERS,MARKETING DIRECTOR,Y,174533,2016,"ROUND ROCK, TEXAS",-97.678896,30.5082551
3625,CERTIFIED,AMAZON CORPORATE LLC,MARKETING MANAGERS,SENIOR PRODUCT MANAGER,Y,115565,2016,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
3626,CERTIFIED,AJUST LOCK LLC,MARKETING MANAGERS,DIGITAL MARKETING PROJECT MANAGER,Y,108492.8,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
3627,CERTIFIED,SERVICE TRADING COMPANY INC,MARKETING MANAGERS,SENIOR DIRECTOR OF PRODUCT DEVELOPMENT,Y,106226,2016,"IRVINE, CALIFORNIA",-117.7946942,33.6839473
3628,CERTIFIED,"INTERNATIONAL ART CENTER OF SAN FRANCISCO, LLC",MARKETING MANAGERS,MARKETING MANAGER,Y,101795.2,2016,"FREMONT, CALIFORNIA",-121.9885719,37.5482697
3629,CERTIFIED,SANDISK CORPORATION,MARKETING MANAGERS,STRATEGIC PROGRAMS MANAGER I,Y,113897,2016,"MILPITAS, CALIFORNIA",-121.8995741,37.4323341
3630,CERTIFIED,BLUELINER MARKETING LLC,MARKETING MANAGERS,DIGITAL MARKETING PROJECT MANAGER,Y,108492.8,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
3631,CERTIFIED,PROVIDE COMMERCE INC.,MARKETING MANAGERS,RETENTION MARKETING MANAGER,Y,83408,2016,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
3632,CERTIFIED,"CISCO SYSTEMS, INC.",MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,155542,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
3633,CERTIFIED,DIRECTV LLC,MARKETING MANAGERS,"MANAGER, PRODUCT MANAGEMENT",Y,112278,2016,"EL SEGUNDO, CALIFORNIA",-118.4164652,33.9191799
3634,CERTIFIED,"VERIFONE, INC.",MARKETING MANAGERS,"VP, MARKETING",Y,220251,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
3635,CERTIFIED,"PUBLICIS HAWKEYE, INC.",MARKETING MANAGERS,SENIOR PROJECT MANAGER,Y,94162,2016,"DALLAS, TEXAS",-96.7969879,32.7766642
3636,CERTIFIED,"NC INTERACTIVE, LLC",MARKETING MANAGERS,MARKETING MANAGER,Y,110074,2016,"SAN MATEO, CALIFORNIA",-122.3255254,37.5629917
3637,CERTIFIED,"ANGIE'S LIST, INC.",MARKETING MANAGERS,DIRECTOR OF USER EXPERIENCE STRATEGY,Y,108618,2016,"INDIANAPOLIS, INDIANA",-86.158068,39.768403
3638,CERTIFIED,"NEW IEM POWER SYSTEMS, LLC, DBA IEM POWER SYSTEMS",MARKETING MANAGERS,MARKETING DIRECTOR,Y,70970,2016,"JACKSONVILLE, FLORIDA",-81.655651,30.3321838
3639,CERTIFIED,DISH NETWORK LLC,MARKETING MANAGERS,PRODUCT MANAGER,Y,82056,2016,"ENGLEWOOD, COLORADO",-104.9877597,39.6477653
3640,CERTIFIED,CROWDMIX INC.,MARKETING MANAGERS,DIRECTOR OF DIGITAL PRODUCTS,Y,143458,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
3641,CERTIFIED,"MULESOFT, INC.",MARKETING MANAGERS,PROGRAM MANAGER - CONNECTIVITY SOLUTIONS,Y,110074,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
3642,CERTIFIED-WITHDRAWN,"MEDTRONIC, INC.",MARKETING MANAGERS,SR. MARKETING PROGRAM MANAGER,Y,135283,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
3643,CERTIFIED,"COGO LABS, INC.",MARKETING MANAGERS,"MANAGER, PRODUCT ENGINEERING",Y,83470,2016,"CAMBRIDGE, MASSACHUSETTS",-71.1097335,42.3736158
3644,CERTIFIED,"JLG INDUSTRIES, INC.",MARKETING MANAGERS,CATEGORY DIRECTOR - SCISSORS & VERTICAL LIFTS,Y,76856,2016,"HAGERSTOWN, MARYLAND",-77.7199932,39.6417629
3645,CERTIFIED-WITHDRAWN,AMERICAN GENERAL LIFE INSURANCE COMPANY,MARKETING MANAGERS,"DIRECTOR, MARKETING SOLUTIONS",Y,120723,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
3646,CERTIFIED,ANIMOTO INC.,MARKETING MANAGERS,DIRECTOR OF MARKETING,Y,144123,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
3647,CERTIFIED,"TURK+HILLINGER USA, INC.",MARKETING MANAGERS,MARKETING MANAGER AND VICE PRESIDENT,Y,120598,2016,"BRECKSVILLE, OHIO",-81.6267904,41.3197763
3648,CERTIFIED,"EDIBLE ARRANGEMENTS INTERNATIONAL, LLC",MARKETING MANAGERS,"SENIOR DIRECTOR, INNOVATION",Y,146973,2016,"WALLINGFORD, CONNECTICUT",-72.8230736,41.4570108
3649,CERTIFIED,PAMPA BEVERAGES LLC,MARKETING MANAGERS,"SVP, MARKETING BRANDING",Y,108576,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
3650,CERTIFIED,WINE UNIVERSE CORP,MARKETING MANAGERS,MARKETING MANAGER,Y,144123.2,2016,"BROOKLYN, NEW YORK",-73.9441579,40.6781784
3651,CERTIFIED,VERISIGN,MARKETING MANAGERS,DIRECTOR - PRODUCT MANAGEMENT,Y,155459,2016,"RESTON, VIRGINIA",-77.3570028,38.9586307
3652,CERTIFIED,"BECTON, DICKINSON AND COMPANY",MARKETING MANAGERS,"WW MARKETING MANAGER, MICROBIOLOGY",Y,98509,2016,"SPARKS, MARYLAND",-76.6458043,39.5309389
3653,CERTIFIED,"BECTON, DICKINSON AND COMPANY",MARKETING MANAGERS,MARKETING ASSOCIATE,Y,108493,2016,"FRANKLIN LAKES, NEW JERSEY",-74.2057011,41.0167639
3654,CERTIFIED,"BECTON, DICKINSON AND COMPANY",MARKETING MANAGERS,MARKETING MANAGER,Y,108493,2016,"FRANKLIN LAKES, NEW JERSEY",-74.2057011,41.0167639
3655,CERTIFIED,BMO HARRIS BANK N.A.,MARKETING MANAGERS,EF COMMERCIAL EXCELLENCE MANAGER,Y,94162,2016,"IRVING, TEXAS",-96.9488945,32.8140177
3656,CERTIFIED,"NUANCE COMMUNICATIONS, INC.",MARKETING MANAGERS,PRINCIPAL SOLUTIONS MARKETING MANAGER,Y,115565,2016,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
3657,CERTIFIED,"BECTON, DICKINSON AND COMPANY",MARKETING MANAGERS,MARKETING MANAGER,Y,108493,2016,"FRANKLIN LAKES, NEW JERSEY",-74.2057011,41.0167639
3658,CERTIFIED,TURNER PR,MARKETING MANAGERS,ASSOCIATE MARKETING DIRECTOR,Y,108492,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
3659,CERTIFIED,PROPHET BRAND STRATEGY,MARKETING MANAGERS,PARTNER,Y,215405,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
3660,CERTIFIED,"BECTON, DICKINSON AND COMPANY",MARKETING MANAGERS,U.S. MARKETING MANAGER,Y,108493,2016,"FRANKLIN LAKES, NEW JERSEY",-74.2057011,41.0167639
3661,CERTIFIED-WITHDRAWN,RIOT GAMES MERCHANDISE INC,MARKETING MANAGERS,MERCHANDISE MANAGER,Y,143458,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
3662,WITHDRAWN,"BITWISE, INC.",MARKETING MANAGERS,VP SALES,Y,150259,2016,"SCHAUMBURG, ILLINOIS",-88.0834059,42.0333607
3663,CERTIFIED,"VMWARE, INC.",MARKETING MANAGERS,PRODUCT MANAGER,Y,118481,2016,"PALO ALTO, CALIFORNIA",-122.1430195,37.4418834
3664,CERTIFIED,"VMWARE, INC.",MARKETING MANAGERS,PRODUCT MARKETING MANAGER,Y,118481,2016,"PALO ALTO, CALIFORNIA",-122.1430195,37.4418834
3665,CERTIFIED,"CISCO SYSTEMS, INC.",MARKETING MANAGERS,PRODUCT MANAGER,Y,98509,2016,"COLUMBIA, MARYLAND",-76.8610462,39.2037144
3666,CERTIFIED,YAKS USA INC.,MARKETING MANAGERS,BUSINESS AND DEVELOPMENT MANAGER,Y,81827,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
3667,CERTIFIED,"VMWARE, INC.",MARKETING MANAGERS,PRODUCT MANAGER,Y,118481,2016,"PALO ALTO, CALIFORNIA",-122.1430195,37.4418834
3668,WITHDRAWN,"BITWISE, INC.",MARKETING MANAGERS,VP SALES,Y,150259,2016,"SCHAUMBURG, ILLINOIS",-88.0834059,42.0333607
3669,CERTIFIED,"MARKETO, INC.",MARKETING MANAGERS,"DIRECTOR, PRODUCT MARKETING",Y,189485,2016,"SAN MATEO, CALIFORNIA",-122.3255254,37.5629917
3670,CERTIFIED,"BITWISE, INC.",MARKETING MANAGERS,VP SALES,Y,150259,2016,"SCHAUMBURG, ILLINOIS",-88.0834059,42.0333607
3671,CERTIFIED,AMAZON CORPORATE LLC,MARKETING MANAGERS,SENIOR PRODUCT MANAGER,Y,106561,2016,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
3672,CERTIFIED,"VMWARE, INC.",MARKETING MANAGERS,SENIOR PRODUCT MANAGER,Y,118481,2016,"PALO ALTO, CALIFORNIA",-122.1430195,37.4418834
3673,CERTIFIED,"KEMIN INDUSTRIES, INC.",MARKETING MANAGERS,VICE PRESIDENT MARKETING & STRATEGY,Y,108971,2016,"DES MOINES, IOWA",-93.6091064,41.6005448
3674,CERTIFIED,"T-MOBILE USA, INC.",MARKETING MANAGERS,SENIOR SEGMENT MARKETING MANAGER,Y,115565,2016,"BELLEVUE, WASHINGTON",-122.2015159,47.6101497
3675,CERTIFIED,EMC CORPORATION,MARKETING MANAGERS,PRINCIPAL PRODUCT MARKETING MANAGER,Y,144893,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
3676,CERTIFIED-WITHDRAWN,"WESTELL, INC.",MARKETING MANAGERS,DIRECTOR PRODUCT MANAGEMENT,Y,126506,2016,"MANCHESTER, NEW HAMPSHIRE",-71.4547891,42.9956397
3677,WITHDRAWN,ARI PACKAGING LLC,MARKETING MANAGERS,MARKETING MANAGER,N,69618,2016,"ALSIP, ILLINOIS",NA,NA
3678,CERTIFIED,"YELLOWPAGES.COM, LLC",MARKETING MANAGERS,"SENIOR ANALYST, VALUE MANAGEMENT & PRICING ANALYTICS",Y,81078,2016,"GLENDALE, CALIFORNIA",-118.255075,34.1425078
3679,CERTIFIED,"UNITED STATES BEVERAGE, LLC",MARKETING MANAGERS,BRAND DIRECTOR - S.A. DAMM BRANDS,Y,126069,2016,"STAMFORD, CONNECTICUT",-73.5387341,41.0534302
3680,CERTIFIED,AMAZON CORPORATE LLC,MARKETING MANAGERS,SENIOR PRODUCT MANAGER,Y,89565,2016,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
3681,CERTIFIED,SLING TV L.L.C.,MARKETING MANAGERS,"MANAGER, MARKETING PLANNING & ANALYSIS",Y,82056,2016,"ENGLEWOOD, COLORADO",-104.9877597,39.6477653
3682,CERTIFIED,"THE GAP, INC.",MARKETING MANAGERS,"MANAGER, STRATEGY, GAP BRAND",Y,108493,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
3683,CERTIFIED,"INTERACTIVE INNOVATION GROUP, INC.",MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,81078,2016,"SANTA MONICA, CALIFORNIA",-118.4911912,34.0194543
3684,CERTIFIED,"MASTERMELT AMERICA, LLC",MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,N,59197,2016,"SWEETWATER, TENNESSEE",NA,NA
3685,CERTIFIED,GOOGLE INC.,MARKETING MANAGERS,STRATEGIC PARTNER DEVELOPMENT MANAGER,Y,139922,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
3686,CERTIFIED,WHIRLPOOL CORPORATION,MARKETING MANAGERS,GLOBAL LEADER PROGRAM,Y,105955,2016,"BENTON HARBOR, MICHIGAN",-86.4541894,42.1167065
3687,CERTIFIED,"MULESOFT, INC.",MARKETING MANAGERS,"PRODUCT MANAGER, TOOLING",Y,110074,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
3688,CERTIFIED-WITHDRAWN,DIRECTV LLC,MARKETING MANAGERS,"MANAGER, MARKETING",Y,105300,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
3689,CERTIFIED,"CISCO SYSTEMS, INC.",MARKETING MANAGERS,MARKETING MANAGER,Y,144893,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
3690,CERTIFIED,"NETFLIX, INC.",MARKETING MANAGERS,"MANAGER, MARKETING PLANNING AND ANALYSIS",Y,187907,2016,"LOS GATOS, CALIFORNIA",-121.9623751,37.2358078
3691,CERTIFIED,"DAILY FREIGHT CARGO, CORP.",MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,81889.6,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
3692,CERTIFIED,"CVS PHARMACY, INC.",MARKETING MANAGERS,"ADVISOR, STRATEGIC PRODUCT DEVELOPMENT",Y,105539,2016,"WOONSOCKET, RHODE ISLAND",-71.5147839,42.0028761
3693,CERTIFIED,FLEETCOR TECHNOLOGIES OPERATING COMPANY LLC,MARKETING MANAGERS,DIRECTOR OF PRODUCT STRATEGY,Y,109512,2016,"ATLANTA, GEORGIA",-84.3879824,33.7489954
3694,CERTIFIED,"CONCUR TECHNOLOGIES, INC.",MARKETING MANAGERS,"MANAGER, PRODUCT MANAGEMENT",Y,141586,2016,"BELLEVUE, WASHINGTON",-122.2015159,47.6101497
3695,CERTIFIED,"AFFIRMED NETWORKS, INC.",MARKETING MANAGERS,PRODUCT MANAGER,Y,83470,2016,"ACTON, MASSACHUSETTS",-71.43284,42.4850931
3696,CERTIFIED,"ADVERTISING RESOURCES, INC.",MARKETING MANAGERS,MARKETING MANAGER,N,69618,2016,"ALSIP, ILLINOIS",NA,NA
3697,CERTIFIED,MATTEL SALES CORPORATION,MARKETING MANAGERS,"SENIOR MANAGER, GLOBAL BRAND MARKETING",Y,112278,2016,"EL SEGUNDO, CALIFORNIA",-118.4164652,33.9191799
3698,CERTIFIED,"REMITLY, INC.",MARKETING MANAGERS,LEAD PRODUCT MANAGER-MOBILE APPLICATIONS,Y,141586,2016,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
3699,CERTIFIED,WE WORK MANAGEMENT LLC,MARKETING MANAGERS,PRODUCT MANAGER,Y,108493,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
3700,CERTIFIED,SKURT INC,MARKETING MANAGERS,PRODUCT MANAGER,Y,81078,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
3701,CERTIFIED,"AIRBNB, INC.",MARKETING MANAGERS,HEAD OF GLOBAL HOST RECRUITING,Y,214552,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
3702,CERTIFIED,"HONEYBOOK, INC",MARKETING MANAGERS,MARKETING MANAGER,Y,110074,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
3703,CERTIFIED,AMAZON CORPORATE LLC,MARKETING MANAGERS,MARKETING SPECIALIST,Y,89565,2016,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
3704,CERTIFIED,"ALBERTO MAKALI, LTD.",MARKETING MANAGERS,BUSINESS DEVELOPMENT CONSULTANT,N,52000,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
3705,CERTIFIED,RED PEAK GROUP LLC,MARKETING MANAGERS,HEAD OF BUSINESS DEVELOPMENT,Y,108493,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
3706,CERTIFIED,"FLEXTRONICS INTERNATIONAL USA, INC.",MARKETING MANAGERS,"DIRECTOR, BUSINESS DEVELOPMENT",Y,123198,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
